"","AHT_CIM7_R3","AHT_CIM7_R2","AHT_CIM7_R1","AHT_None_R3","AHT_None_R2","AHT_None_R1","WT_CIM7_R3","WT_CIM7_R2","WT_CIM7_R1","WT_None_R3","WT_None_R2","WT_None_R1"
"LINC02678",5.27851999340469,5.93994772855795,2.1342388833521,2.61571339866851,6.45755654509041,3.04778246259222,1.86705137287895,6.64684677260732,6.51194394245231,2.96469927722846,4.56786296086324,8.85850482415684
"LINC02677",0,0,0,0.871904466222838,0,0,0,0,0,0,0,0
"LOC107984199",0,0,0,0,0,0,0,0.738538530289702,0,0,0,0
"ASB13",384.012329520191,433.61618418473,364.95484905321,373.175111543374,417.158152812841,385.036517774151,359.407389279198,417.274269613681,367.459693895523,381.457973670062,403.113906296181,332.534642629888
"TASOR2",3655.37509543275,3870.46993992836,4046.51692283559,3694.25922338616,4101.83991744143,3989.54724353322,3782.64608145275,3834.49204926413,3550.87000404864,3980.60289622541,3999.16402223577,4016.30980258311
"GDI2",6134.9598623346,6185.86156452025,6628.94597169163,5970.80178469399,6332.27994811566,6734.58331484128,6277.02671561903,5924.55608998399,6369.61145342442,6371.13874676396,6036.43090278077,6668.40986224607
"LOC124902367",55.4244599307492,32.0757177342129,39.4834193420139,81.0871153587239,55.5349862877776,37.5893170386374,53.2109641270501,66.4684677260732,34.4202751243908,55.3410531749313,42.252732387985,57.9209930810255
"TRV-TAC3-1",1.31962999835117,0,0,0.871904466222838,1.29151130901808,4.06370995012296,0,0,7.44222164851692,0,0,1.36284689602413
"ANKRD16",179.469679775759,184.138379585296,150.463841276323,170.893275379676,219.556922533074,145.277630716896,196.973919838729,180.203401390687,186.985818918988,183.811355188165,212.405627680141,142.417500634522
"FBH1",1006.87768874194,945.639678386426,1107.66998045974,1184.04626513061,1028.04300197839,1011.86377758062,1059.5516541088,940.89808758908,1148.8929669898,1021.83301755141,1042.61472081703,1099.13602164346
"LOC105376384",0,3.56396863713477,0,0,0,0,0.933525686439475,0,0,0,0,0
"IL15RA",246.770809691669,376.592685990574,450.324404387294,211.000880825927,351.291076052919,378.940952848966,335.135721431771,420.22842373484,394.437747371397,354.775680175006,373.42279705057,438.155277071758
"LOC107984200",5.27851999340469,15.4438640942507,8.53695553340841,9.59094912845121,12.9151130901808,3.04778246259222,7.4682054915158,14.0322320755043,9.30277706064615,12.8470302013233,3.42589722064743,13.6284689602413
"IL2RA",0,1.18798954571159,0,0,0,0,0,0,0,0,0,0
"LOC124902368",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902573",0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984201",0,0,0,0,0,0,0,0,0,0,0,0
"RBM17",1543.96709807087,1433.90338167389,1449.14820179608,1591.22565085668,1523.98334464134,1440.58517731859,1586.06014126067,1519.17375680592,1542.40043665513,1478.39670624459,1502.82691412401,1517.53001872287
"LOC101928080",0,0,0,0.871904466222838,0,0,0,0,0,0,3.42589722064743,0.681423448012065
"LOC124902369",0,0,0,0,0,0,0,1.4770770605794,0,0,1.14196574021581,0
"PFKFB3",6789.49634151678,6302.28453999999,4972.7765982104,6771.21008468656,6518.25757661426,5631.2860633829,6797.00052296581,7098.83235314461,6298.91034776351,7105.39593442421,7026.51519954788,5313.05862415007
"MIR3155A",0,0,0,0,0,0,0,0,0,0,0,0
"MIR3155B",0,0,0,0,0,0,0,0,0,0,0,0
"PFKFB3-AS1",1.31962999835117,0,0,0.871904466222838,2.58302261803617,2.03185497506148,0.933525686439475,0,2.79083311819385,0,1.14196574021581,0
"LINC02649",1.31962999835117,2.37597909142318,1.06711944167605,0,1.29151130901808,0,0,0,0,2.96469927722846,3.42589722064743,2.04427034403619
"LINC02656",1.31962999835117,2.37597909142318,1.06711944167605,3.48761786489135,1.29151130901808,0,0.933525686439475,2.95415412115881,0,1.97646618481897,1.14196574021581,0
"PRKCQ",232.254879709806,187.702348222431,229.430679960351,195.306600433916,197.601230279767,210.296989918863,212.8438565082,200.143941708509,229.77859339796,192.70545301985,215.831524900788,196.931376475487
"LOC124902370",1.31962999835117,0,4.2684777667042,0,0,0,0.933525686439475,0.738538530289702,0,0,3.42589722064743,1.36284689602413
"LOC107984202",0,0,0,0,0,0,0,0,0,0,0,0
"PRKCQ-AS1",182.108939772462,191.266316859566,135.524169092859,168.277561981008,171.771004099405,169.659890417634,183.904560228577,201.621018769089,120.005824082335,177.881956633708,204.41186749863,156.727393042775
"LINC02648",0,0,0,2.61571339866851,0,0,0,0,1.86055541212923,0.988233092409487,0,0
"LINP1",172.871529784003,196.018275042412,195.282857826717,186.587555771687,205.350298133875,225.535902231824,188.572188660774,194.235633466192,195.358318273569,196.658385389488,180.430586954098,203.745610955607
"LINC00706",2.63925999670234,8.31592681998113,1.06711944167605,5.23142679733703,1.29151130901808,2.03185497506148,0.933525686439475,7.38538530289702,1.86055541212923,0.988233092409487,0,1.36284689602413
"LINC00707",391.930109510298,464.503912373232,632.801828913898,565.865998578622,470.110116482582,610.572420005975,429.421815762158,395.85665223528,525.606903926508,536.610569178352,449.934501645029,647.352275611462
"LOC105376387",0,0,0,4.35952233111419,2.58302261803617,0,1.86705137287895,0.738538530289702,0,1.97646618481897,0,0.681423448012065
"LINC02665",0,0,0,0,0,0,0,0,0,0,0,0
"SFMBT2",419.642339475673,395.60051872196,551.700751346518,496.985545747017,417.158152812841,551.648625729192,431.288867135037,377.393188978038,507.001349805215,462.49308724764,367.712968349491,519.244667385193
"SNORD129",0,0,0,0,0,3.04778246259222,0,0,2.79083311819385,0,0,0
"LOC124902372",11.8766699851605,5.93994772855795,3.20135832502815,13.9504714595654,9.04057916312658,8.12741990024593,4.66762843219737,8.86246236347642,4.65138853032308,12.8470302013233,12.5616231423739,2.04427034403619
"LOC124902373",0,0,0,0,0,0,0,0,0,0,0,0
"LINC02642",0,0,0,0,0,0,0,0,0.930277706064615,0,0,0
"LOC105376390",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376391",0,0,0,0,0,0,0,0,0,0,0,0
"ITIH5",2.63925999670234,1.18798954571159,2.1342388833521,2.61571339866851,7.7490678541085,1.01592748753074,7.4682054915158,1.4770770605794,3.72111082425846,4.94116546204744,1.14196574021581,2.04427034403619
"ITIH2",10.5570399868094,21.3838118228086,42.684777667042,8.71904466222838,23.2472035623255,23.366332213207,28.9392962796237,19.9405403178219,40.9322190668431,22.7293611254182,11.4196574021581,19.0798565443378
"KIN",469.788279413017,454.999996007539,515.418690329533,489.138405551012,445.571401611239,540.473423366354,493.835088126482,460.109504370484,527.467459338637,486.210681465468,452.218433125461,476.996413608445
"ATP5F1C",2231.49432721183,2239.36029366635,2227.07827477792,2260.84828091582,2315.67977706942,2099.92211672604,2254.46453275133,2200.10628173302,2114.52122588487,2337.17126354844,2235.96891934256,2122.63404055758
"LOC105376392",1.31962999835117,1.18798954571159,0,5.23142679733703,7.7490678541085,1.01592748753074,0,0.738538530289702,4.65138853032308,1.97646618481897,2.28393148043162,2.72569379204826
"TAF3",593.833499258027,571.422971487275,536.761079163054,687.932623849819,592.8036908393,644.09802709449,617.994004422932,546.518512414379,600.029120411677,587.998689983645,585.828424730711,594.201246666521
"LOC105376394",0,0,0,0,0,0,0,0,0,0,0,0
"GATA3",250.729699686723,247.101825508011,453.525762712322,204.897549562367,266.051329657725,419.578052350196,286.592385736919,290.984180934143,410.252468374495,307.340491739351,290.059298014816,583.298471498328
"GATA3-AS1",0,0,1.06711944167605,0,0,0,0,1.4770770605794,0.930277706064615,0,1.14196574021581,0.681423448012065
"LOC105376395",0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984206",0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984205",0,0,0,0,0,0,0,0,0,0,0,0
"LINC00708",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376396",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376397",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376398",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376399",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376400",0,0,0,0,0,0,0,0,0,0,0,0
"LINC02676",0,0,0,0,0,0,0,0,0,0,0,0
"LOC101928272",0,0,3.20135832502815,0,0,0,0,0,0,0.988233092409487,0,0.681423448012065
"LINC00709",0,0,0,0,0,0,0,0,0,0,0,0
"LINC02663",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902542",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376403",0,0,0,0,0,0,0,0,0,0,0,0
"LINC02670",0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984207",0,0,0,0,0,0,0,0,0,0,0,0
"CELF2-DT",0,0,0,0,0,0,0,0,0,0,0,0
"CELF2",2.63925999670234,2.37597909142318,5.33559720838026,1.74380893244568,5.16604523607233,0,7.4682054915158,8.12392383318672,3.72111082425846,4.94116546204744,9.13572592172648,1.36284689602413
"SFTA1P",0,1.18798954571159,1.06711944167605,0.871904466222838,0,0,0.933525686439475,0,0,2.96469927722846,0,0
"LINC00710",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902376",0,0,0,0,0,0,0,0,0,0,0,0
"CELF2-AS2",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902375",0,0,0,0,0,0,0.933525686439475,0,0,0,0,0
"CELF2-AS1",0,0,0,0,0,0,1.86705137287895,0,0,0,0,0
"LOC105376409",0,0,0,0,0,0,0,0,0,0,0,0
"USP6NL",765.38539904368,778.133152441092,863.299628315925,770.763548140988,781.36434195594,770.073035548302,753.355228956656,788.759150349401,800.969104921634,717.457225089288,837.060887578189,846.327922430985
"LOC105376411",0,1.18798954571159,0,0,0,0,0,0,0,0,0,0
"LOC105376410",0,0,0,0,0,1.01592748753074,0,0,0,0.988233092409487,0,2.04427034403619
"USP6NL-AS1",1.31962999835117,1.18798954571159,0,0.871904466222838,0,0,0,0.738538530289702,0,0,0,0
"LOC105376413",0,0,1.06711944167605,0,0,1.01592748753074,0,0.738538530289702,0,1.97646618481897,0,0
"LOC105376412",0,0,0,0,0,0,0,0,0,0,0,0
"ECHDC3",166.273379792248,115.234985934024,113.114660817661,137.760905663208,147.232289228061,128.006863428873,163.366995126908,106.349548361717,116.284713258077,152.187896231061,115.338539761797,91.9921654816288
"LOC105379850",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376415",0,0,0,0,0,0,0,0,0,0,0,0
"PROSER2",682.248709147556,723.485633338358,866.500986640954,789.073541931668,741.327491376379,917.382521240259,773.892794058325,723.029221153618,1030.74769831959,870.633354412758,771.968840385888,983.29403548141
"PROSER2-AS1",3.95888999505352,2.37597909142318,5.33559720838026,6.10333126355986,16.7896470172351,6.09556492518445,5.60115411863685,15.5093091360837,3.72111082425846,6.91763164686641,10.2776916619423,4.08854068807239
"UPF2",1829.00717771472,1757.03653810744,1849.3179924246,1860.64413091954,1872.69139807622,2061.31687219987,1744.75950795538,1677.22100228791,1894.97568725362,1835.14885260442,1731.22006216717,1927.06551097812
"LOC105376416",0,0,0,1.74380893244568,0,0,0,0.738538530289702,0,1.97646618481897,0,0
"DHTKD1",642.659809197021,609.438636950046,740.58089252318,545.812195855496,579.888577749119,590.25387025536,542.378423821335,593.046439822631,645.612728008843,657.175006452309,593.822184912221,672.564943187908
"SEC61A2",358.939359551519,370.652738262016,305.196160319351,438.567946510087,421.032686739895,326.112723497368,352.872709474121,362.622418372244,290.24664429216,331.058085957178,396.262111854886,305.959128157417
"MIR548AK",1.31962999835117,0,0,0,1.29151130901808,0,0,0,0,0,0,0
"LOC124902579",0,0,1.06711944167605,0,0,0,0.933525686439475,1.4770770605794,0,0,0,1.36284689602413
"NUDT5",1159.95476855068,1186.80155616588,1130.07948873494,1163.12055794127,1146.86204240806,1256.70230207553,1231.32038041367,1077.52771569267,1097.72769315625,1207.62083892439,1112.2746309702,1168.64121334069
"CDC123",1644.25897794556,1563.39424215645,1713.79382333174,1835.35890139907,1747.41480110147,1755.52269845312,1633.66995126908,1782.83201211934,1627.98598561308,1691.85505420504,1684.39946681832,1668.12460073354
"CAMK1D",690.166489137663,743.681455615455,643.473023330659,548.427909254165,710.331219959946,610.572420005975,720.681829931274,711.212604668983,607.471342060194,698.680796333507,734.283970958766,643.263734923389
"LOC107984209",0,0,0,0,0,0,0.933525686439475,0,0,0,0,0.681423448012065
"MIR4480",0,0,0,0,0,0,0,0,0,0,0,0
"MIR4481",0,0,0,0,0,0,0,0,0,0,0,0
"MIR548Q",0,0,0,0,0,0,0,0,0,0,0,0
"CCDC3",10.5570399868094,21.3838118228086,18.1410305084929,15.6942803920111,5.16604523607233,16.2548398004919,10.2687825508342,16.2478476663734,22.3266649455508,29.6469927722846,20.5553833238846,9.53992827216891
"LOC105376418",0,0,0,0,0,0,0,0,0,0,1.14196574021581,0
"OPTN",3795.25587525797,4734.13833966069,5063.48175075286,3119.67418014531,4287.81754594003,4891.69085246052,4460.38572980781,4577.46181073557,4524.87076229829,4149.59075502744,4502.77091367094,5270.81037037332
"MCM10",738.992799076656,824.464744723844,1158.89171366019,938.169205655773,768.449228865759,1079.93091924518,790.696256414235,787.282073288822,1034.46880914385,771.81004517181,774.252771866319,977.842647897313
"UCMA",1.31962999835117,0,0,0,0,0,0,0,0,0,0,0
"PHYH",728.435759089847,773.381194258245,561.304826321603,691.42024171471,727.120866977181,617.68391241869,758.956383075293,696.441834063189,574.911622347932,740.186586214706,747.987559841356,506.297621872964
"LOC124902377",6.59814999175586,0,1.06711944167605,8.71904466222838,7.7490678541085,9.14334738777667,1.86705137287895,2.95415412115881,9.30277706064615,9.88233092409487,2.28393148043162,8.17708137614478
"SEPHS1",1203.50255849627,1158.2898070688,1104.46862213471,1429.05142013923,1254.05748105656,1239.4315347875,1252.79147120178,1159.50549255483,1245.64184842052,1251.10309499041,1146.53360317667,1163.87124920461
"LOC105376419",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376420",0,0,0,0,0,0,0,0,0,0,0,0
"BEND7",377.414179528435,390.848560539113,398.035551745167,462.981271564327,383.578858778371,450.055876976118,383.679057126624,389.209805462673,450.254409735274,438.775493029812,401.971940555965,429.296772247601
"BEND7-DT",0,0,1.06711944167605,0,0,0,0,0,1.86055541212923,0,0,0
"LOC105376422",0,0,0,0,0,0,0,0,0,0,0,0
"PRPF18",551.60533931079,579.738898307256,527.157004187969,674.854056856476,576.014043822065,559.776045629438,537.710795389137,498.513507945549,515.373849159797,563.292862673408,591.53825343179,472.226449472361
"FRMD4A",83.1366898961238,64.1514354684259,64.0271665005631,110.7318672103,81.3652124681392,60.9556492518444,73.7485292287185,61.2986980140452,79.0736050154923,92.8939106864918,66.234012932517,62.0095337690979
"LOC124902379",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376426",0,0,0,0,1.29151130901808,0,0,0,0,0,1.14196574021581,1.36284689602413
"LOC105376425",0,0,0,0,0,0,0,0,0,0,0,0.681423448012065
"LOC101928453",0,0,0,0.871904466222838,0,0,0,0,0,0,0,0
"LOC124902378",0,0,0,0,0,0,0,0,0,0,0,0
"MIR4293",0,0,0,0,0,0,0,0,0,0,0,0
"MIR1265",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902380",0,0,0,0,0,0,0,0,0,0,0,0
"FAM107B",5741.71012282595,6208.43336588877,7002.43777627825,4648.99461390017,5820.8414697445,6527.33410738501,5777.59047337391,5694.87060706389,6290.53784840893,5653.68152167468,5739.51981032466,7228.53993651198
"LOC124902381",5.27851999340469,14.2558745485391,2.1342388833521,6.10333126355986,5.16604523607233,11.1752023628381,8.40173117795527,10.3395394240558,1.86055541212923,0.988233092409487,5.70982870107905,4.76996413608445
"LOC105376429",0,0,0,0,0,0,0,0,0,0.988233092409487,0,0
"CDNF",34.3103799571305,14.2558745485391,27.7451054835773,26.1571339866851,23.2472035623255,16.2548398004919,14.9364109830316,14.770770605794,10.2330547667108,19.7646618481897,31.9750407260427,17.7170096483137
"HSPA14",358.939359551519,324.321145979264,388.431476770083,360.968449016255,374.538279615244,369.79760546119,393.014313991019,280.644641510087,376.762470956169,364.658011099101,379.132625751649,362.517274342419
"MSANTD7",876.234318905178,829.21670290669,813.145014557151,940.784919054442,962.175925218472,847.283524600638,834.57196367689,847.103694242288,807.481048864086,865.692188950711,797.092086670635,848.372192775021
"SUV39H2-DT",25.0729699686723,14.2558745485391,11.7383138584366,9.59094912845121,3.87453392705425,16.2548398004919,20.5375651016684,16.9863861966631,9.30277706064615,17.7881956633708,17.1294861032372,17.0355862003016
"SUV39H2",353.660839558114,435.992163276154,338.276863011308,341.786550759352,342.250496889792,314.93752113453,359.407389279198,381.085881629486,345.133028949972,423.95199664367,408.82373499726,340.03030055802
"DCLRE1C",410.404929487214,412.232372361922,491.94206261266,353.993213286472,404.24303972266,428.721399737973,394.881365363898,434.260655810345,395.368025077462,458.540154878002,463.638090527619,445.65093499989
"MEIG1",6.59814999175586,8.31592681998113,6.40271665005631,5.23142679733703,5.16604523607233,4.06370995012296,4.66762843219737,4.43123118173821,4.65138853032308,3.95293236963795,6.85179444129486,15.6727393042775
"ACBD7-DCLRE1CP1",0,0,0,0,0,0,0,0,0,0,0,0
"DCLRE1CP1",0,0,0,0,0,0,0,0,0,0,0,0
"OLAH",3.95888999505352,11.8798954571159,0,8.71904466222838,5.16604523607233,2.03185497506148,6.53467980507632,2.95415412115881,2.79083311819385,3.95293236963795,2.28393148043162,5.45138758409652
"ACBD7",15.8355599802141,33.2637072799245,45.8861359920702,46.2109367098104,37.4538279615244,33.5256070885144,43.8757072626553,28.8030026812984,43.7230521850369,34.588158234332,27.4071777651794,36.7968661926515
"RPP38-DT",10.5570399868094,19.0078327313854,5.33559720838026,13.9504714595654,10.3320904721447,15.2389123129611,13.0693596101526,19.2020017875322,19.5358318273569,24.7058273102372,26.2652120249636,12.9470455122292
"RPP38",556.883859304195,533.407306024504,548.49939302149,585.919801301747,573.431021204029,606.508710055852,505.970922050195,532.486280338875,495.83801733244,546.492900102446,551.569452524236,558.085803921881
"NMT2",531.810889335522,510.835504655984,495.143420937688,604.229795092426,554.058351568758,507.96374376537,544.245475194214,473.403197915699,454.905798265597,581.081058336778,503.606891435172,527.421748761338
"LOC105376431",0,0,0,3.48761786489135,0,2.03185497506148,2.80057705931842,2.95415412115881,0,0,1.14196574021581,2.72569379204826
"LOC107984210",1.31962999835117,7.12793727426954,1.06711944167605,7.84714019600554,12.9151130901808,5.0796374376537,1.86705137287895,8.86246236347642,3.72111082425846,4.94116546204744,0,6.13281103210858
"PPIAP30",2.63925999670234,1.18798954571159,5.33559720838026,17.4380893244568,9.04057916312658,6.09556492518445,9.33525686439475,2.95415412115881,1.86055541212923,6.91763164686641,4.56786296086324,2.04427034403619
"LOC105376434",6.59814999175586,1.18798954571159,1.06711944167605,6.9752357297827,5.16604523607233,2.03185497506148,2.80057705931842,3.69269265144851,4.65138853032308,2.96469927722846,0,6.81423448012065
"LOC107984211",3.95888999505352,3.56396863713477,0,3.48761786489135,3.87453392705425,2.03185497506148,0,0.738538530289702,2.79083311819385,0,0,2.04427034403619
"LOC105376433",0,0,0,0,0,0,0,0,0,0,0,0
"FAM171A1",548.966079314087,400.352476904806,403.371148953547,626.027406747997,539.851727169559,528.282293515985,467.696368906177,468.971966733961,517.234404571926,477.316583633782,533.298000680783,468.137908784289
"ITGA8",0,0,0,2.61571339866851,0,0,0,0,0.930277706064615,0,0,0
"LOC124902383",1.31962999835117,5.93994772855795,3.20135832502815,4.35952233111419,0,3.04778246259222,1.86705137287895,5.90830824231761,0.930277706064615,3.95293236963795,4.56786296086324,2.04427034403619
"MINDY3",336.505649579549,354.020884622054,358.552132403153,358.352735617586,319.003293327466,328.144578472429,333.268670058892,319.787183615441,355.366083716683,363.669778006691,344.873653545175,330.490372285851
"LOC124902582",0,0,0,0,0,0,0,0,0,0,0,0
"LINC02654",0,0,0,0,0,0,0,0,2.79083311819385,0,0,0
"LOC124902585",0,0,0,0,0,0,0,0,0,0,0,0
"PTER",559.523119300897,641.514354684259,646.674381655687,521.398870801257,508.855455753125,589.23794276783,590.921759516187,615.202595731322,599.098842705612,594.916321630511,632.649020079559,684.830565252125
"C1QL3",15.8355599802141,21.3838118228086,19.2081499501689,10.4628535946741,25.8302261803617,32.5096796009837,28.0057705931842,18.4634632572425,29.7688865940677,18.7764287557803,22.8393148043162,21.8055503363861
"RSU1",1203.50255849627,1193.92949344015,1197.30801356053,1219.79434824575,1362.54443101408,1202.8581452364,1307.8694867017,1183.87726405439,1216.80323953252,1200.70320727753,1218.47744481027,1140.02142852418
"LOC124902385",0,3.56396863713477,3.20135832502815,4.35952233111419,2.58302261803617,7.11149241271519,4.66762843219737,7.38538530289702,5.58166623638769,0,3.42589722064743,3.40711724006032
"LOC124902384",9.2374099884582,24.9477804599434,18.1410305084929,22.6695161217938,6.45755654509041,5.0796374376537,20.5375651016684,13.2936935452146,10.2330547667108,8.89409783168538,21.6973490641004,23.1683972324102
"LOC105376435",0,0,0,0,0,0,0,0,0,0,0,0
"CUBN",6.59814999175586,3.56396863713477,2.1342388833521,5.23142679733703,3.87453392705425,1.01592748753074,4.66762843219737,2.21561559086911,0.930277706064615,0,3.42589722064743,1.36284689602413
"TRDMT1",129.323739838415,116.422975479736,109.913302492633,136.017096730763,107.195438648501,112.767951115912,124.15891629645,101.918317179979,97.6791591367846,122.540903458776,139.319820306329,96.0807061697012
"VIM-AS1",25.0729699686723,17.8198431856739,25.6108666002252,20.0538027231253,14.2066243991989,13.2070573378996,16.8034623559105,14.0322320755043,19.5358318273569,19.7646618481897,21.6973490641004,21.8055503363861
"VIM",19117.4797861134,18085.9528439132,23716.7295912502,21814.1778404292,20891.4869346765,25938.6606116349,19465.8776136359,17377.0730791864,24632.823378885,20416.89568918,19077.6796560453,24147.6027272035
"ST8SIA6",0,2.37597909142318,0,1.74380893244568,2.58302261803617,1.01592748753074,0,0.738538530289702,0,0.988233092409487,0,0.681423448012065
"ST8SIA6-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376436",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376437",0,0,0,0,0,0,0,0,0,0,0,0
"HACD1",327.268239591091,383.720623264844,255.041546560576,317.373225705113,303.505157619249,272.268566658239,404.216622228293,389.948343992963,291.176921998225,372.563875838377,417.959460918987,295.056352989224
"STAM-DT",17.1551899785652,16.6318536399623,14.9396721834647,13.0785669933426,20.6641809442893,18.2866947755533,9.33525686439475,14.770770605794,18.6055541212923,8.89409783168538,14.8455546228055,23.8498206804223
"STAM",936.937298829332,861.292420640903,915.588480958052,1061.10773539319,913.098495475784,900.111753952236,849.508374659922,813.869460379251,858.64632269764,968.468430561297,945.547632898691,786.362659005923
"TMEM236",7.91777999010703,8.31592681998113,8.53695553340841,8.71904466222838,10.3320904721447,6.09556492518445,5.60115411863685,11.0780779543455,2.79083311819385,9.88233092409487,3.42589722064743,1.36284689602413
"MRC1",1.31962999835117,3.56396863713477,2.1342388833521,3.48761786489135,9.04057916312658,4.06370995012296,4.66762843219737,0,3.72111082425846,3.95293236963795,3.42589722064743,2.72569379204826
"MIR511",0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A12",0,0,0,0,0,0,0.933525686439475,0.738538530289702,0,0,0,0
"SLC39A12-AS1",0,0,0,0,0,0,0,0,0,0.988233092409487,0,0
"CACNB2",13.1962999835117,13.0678850028275,3.20135832502815,10.4628535946741,7.7490678541085,4.06370995012296,14.0028852965921,9.60100089376612,10.2330547667108,6.91763164686641,3.42589722064743,10.221351720181
"LOC107984213",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902386",26.3925999670234,13.0678850028275,20.275269391845,26.1571339866851,15.498135708217,16.2548398004919,16.8034623559105,13.2936935452146,15.8147210030985,12.8470302013233,11.4196574021581,22.4869737843981
"LOC124902387",0,2.37597909142318,2.1342388833521,0,3.87453392705425,0,0,0.738538530289702,0,0,0,0.681423448012065
"NSUN6",124.04521984501,102.167100931197,121.65161635107,115.963294007637,108.486949957519,131.054645891466,109.222505313419,117.427626316063,120.005824082335,147.246730769014,122.190334203092,176.488673035125
"ARL5B",2606.26924674356,2986.60571791894,2989.00155613462,2230.33162459802,2623.05946861573,2822.2465603604,2504.64941671711,2595.22439543801,2797.3450621363,2548.65314532407,2770.40888576356,3126.37077947935
"LOC105376440",0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984180",1.31962999835117,0,0,1.74380893244568,0,0,0,0,0,0,0,0
"MALRD1",7.91777999010703,2.37597909142318,2.1342388833521,0,0,4.06370995012296,0,1.4770770605794,1.86055541212923,0,1.14196574021581,0
"LOC105376441",0,0,0,0,0,0,0,0,0,0,0,0
"LOC102724082",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902595",0,0,0,0,0,0,0,0,0,0,0,0
"LOC101928834",0,0,0,0,0,0,0,0,0,0,0,0
"LOC124902388",0,0,0,0,0,0,0,0,0,0,1.14196574021581,0
"PLXDC2",2.63925999670234,3.56396863713477,0,0,0,0,4.66762843219737,1.4770770605794,1.86055541212923,0.988233092409487,5.70982870107905,0.681423448012065
"MIR4675",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376442",0,0,0,0,0,0,0,0,0,0,0,0
"NEBL",356.300099554816,481.135766013194,334.008385244604,333.939410563347,382.287347469352,307.826028721814,406.083673601171,434.260655810345,305.131087589194,363.669778006691,356.293310947333,312.091939189526
"LOC102725112",0,1.18798954571159,0,0,0,0,0,0,0,0,0,0
"LOC124902389",7.91777999010703,4.75195818284636,2.1342388833521,9.59094912845121,2.58302261803617,1.01592748753074,3.7341027457579,1.4770770605794,3.72111082425846,1.97646618481897,6.85179444129486,2.72569379204826
"NEBL-AS1",5.27851999340469,1.18798954571159,3.20135832502815,3.48761786489135,1.29151130901808,4.06370995012296,4.66762843219737,2.95415412115881,3.72111082425846,7.9058647392759,1.14196574021581,3.40711724006032
"LINC02643",13.1962999835117,4.75195818284636,3.20135832502815,4.35952233111419,9.04057916312658,12.1911298503689,5.60115411863685,10.3395394240558,7.44222164851692,4.94116546204744,13.7035888825897,5.45138758409652
"LOC124902390",0,0,0,0,0,0,0,0,0,0,0,0.681423448012065
"LOC105376445",0,0,0,0,0,0,0,0,0,0,0,0
"MIR1915HG",324.628979594388,345.704957802073,227.296441076999,339.170837360684,307.379691546304,257.029654345277,337.00277280465,367.792188084271,298.619143646742,401.222635518252,424.811255360281,263.710874380669
"MIR1915",0,1.18798954571159,0,1.74380893244568,2.58302261803617,2.03185497506148,0,2.95415412115881,0.930277706064615,0,5.70982870107905,4.08854068807239
"SKIDA1",75.2189099060168,66.527414559849,73.6312414756475,62.7771215680443,58.1180089058137,56.8919393017215,53.2109641270501,84.9319309833157,89.3066597822031,60.2822186369787,57.0982870107905,71.5494620412668
"MLLT10",1297.1962883792,1260.456908,1048.97841116756,1345.34859138184,1313.46700127139,1183.55552297331,1246.2567913967,1197.9094961299,1193.5462968809,1259.00895972969,1276.71769756128,1113.44591405171
"LOC107984214",1.31962999835117,1.18798954571159,2.1342388833521,2.61571339866851,3.87453392705425,5.0796374376537,1.86705137287895,5.16976971202791,3.72111082425846,2.96469927722846,3.42589722064743,2.72569379204826
"DNAJC1",1111.12845861169,1307.97648982846,1264.53653838612,871.904466222838,1006.08730972509,1284.13234423886,1204.24813550692,1208.98757408424,1236.33907135987,1154.25625193428,1212.76761610919,1380.56390567244
"EBLN1",1.31962999835117,1.18798954571159,2.1342388833521,2.61571339866851,0,0,0,0.738538530289702,1.86055541212923,0,0,0.681423448012065
"TRN-GTT2-3",0,0,0,0,0,0,0,0.738538530289702,0,0,1.14196574021581,0
"LOC124902391",0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376447",1.31962999835117,0,0,2.61571339866851,0,0,0.933525686439475,0,0,0,1.14196574021581,0
